OF_ratio,temperature_K,pressure_Pa,P,CV,CP,T,M_avg,rho 
0.1,273.3,3925001.0,3925001.0000001527,2227.0004592485834,2398.2120377655647,602.435066441082,48.56250196495081,38.053656807640564
0.1,273.3,3927501.0,3927501.000000186,2227.003904652893,2398.215175863515,602.4364252353702,48.56258912957254,38.077877260500266
0.1,273.3,3930001.0,3930001.0000001076,2227.007347340021,2398.2183114965096,602.4377829456275,48.562676222965045,38.102097703784686
0.1,273.3,3932501.0,3932501.000000121,2227.010787313856,2398.22144466807,602.4391395734043,48.56276324523201,38.12631813750326
0.1,273.3,3935001.0,3935001.000000153,2227.0142245782718,2398.224575381704,602.4404951202531,48.562850196476255,38.15053856166185
0.1,273.3,3937501.0,3937501.000000111,2227.0176591370864,2398.2277036408645,602.441849587703,48.562937076800814,38.17475897626774
0.1,273.3,3940001.0,3940001.0000001877,2227.0210909941857,2398.2308294490713,602.4432029773042,48.563023886308514,38.19897938132947
0.1,273.3,3942501.0,3942501.0000001877,2227.024520153375,2398.2339528097673,602.4445552905836,48.563110625101395,38.22319977685261
0.1,273.3,3945001.0,3945001.0000000997,2227.027946618491,2398.237073726427,602.445906529079,48.56319729328176,38.24742016284399
0.1,273.3,3947501.0,3947501.000000188,2227.03137039338,2398.240192202531,602.4472566943219,48.56328389095207,38.27164053931358
0.1,273.3,3950001.0,3950001.000000115,2227.034791481818,2398.243308241497,602.4486057878291,48.563370418213815,38.29586090626567
0.1,273.3,3952501.0,3952501.000000141,2227.038209887647,2398.246421846803,602.4499538111329,48.56345687516875,38.320081263709504
0.1,273.3,3955001.0,3955001.0000001653,2227.041625614647,2398.2495330218717,602.4513007657497,48.56354326191809,38.344301611651396
0.1,273.3,3957501.0,3957501.0000001574,2227.045038666604,2398.252641770128,602.4526466531922,48.56362957856332,38.36852195009871
0.1,273.3,3960001.0,3960001.000000184,2227.0484490473227,2398.255748095019,602.4539914749836,48.56371582520518,38.39274227905848
0.1,273.3,3962501.0,3962501.000000116,2227.051856760564,2398.258851999947,602.4553352326315,48.56380200194443,38.41696259853681
0.1,273.3,3965001.0,3965001.000000101,2227.0552618100874,2398.261953488314,602.4566779276339,48.563888108881926,38.44118290854311
0.1,273.3,3967501.0,3967501.000000129,2227.0586641996774,2398.265052563548,602.4580195615083,48.56397414611788,38.46540320908349
0.1,273.3,3970001.0,3970001.0000001905,2227.062063933075,2398.2681492290353,602.4593601357511,48.56406011375243,38.4896235001653
0.1,273.3,3972501.0,3972501.0000001686,2227.0654610140227,2398.2712434881623,602.4606996518606,48.56414601188558,38.51384378179459
0.1,273.3,3975001.0,3975001.0000001253,2227.068855446255,2398.27433534431,602.4620381113316,48.56423184061697,38.53806405397902
0.1,273.3,3977501.0,3977501.0000001024,2227.0722472335115,2398.277424800864,602.4633755156578,48.564317600046316,38.562284316726156
0.1,273.3,3980001.0,3980001.0000001523,2227.075636379508,2398.2805118611873,602.4647118663261,48.56440329027304,38.586504570043836
0.1,273.3,3982501.0,3982501.000000191,2227.0790228879614,2398.2835965286445,602.4660471648257,48.56448891139597,38.61072481393789
0.1,273.3,3985001.0,3985001.000000183,2227.082406762579,2398.286678806592,602.4673814126394,48.56457446351429,38.63494504841529
0.1,273.3,3987501.0,3987501.0000001546,2227.0857880070644,2398.289758698383,602.468714611249,48.56465994672661,38.65916527348317
0.1,273.3,3990001.0,3990001.00000011,2227.0891666250973,2398.2928362073467,602.4700467621259,48.56474536113153,38.68338548914906
0.1,273.3,3992501.0,3992501.0000001,2227.092542620377,2398.295911336833,602.4713778667497,48.56483070682748,38.707605695420256
0.1,273.3,3995001.0,3995001.0000000824,2227.09591599659,2398.29898409018,602.4727079265956,48.56491598391246,38.73182589230302
0.1,273.3,3997501.0,3997501.0000000685,2227.099286757382,2398.3020544706856,602.474036943125,48.56500119248438,38.756046079804946
0.1,273.3,4000001.0,4000001.0000001527,2227.102654906435,2398.305122481685,602.4753649178059,48.56508633264122,38.780266257934
0.1,273.3,4002501.0,4002501.0000001234,2227.106020447394,2398.3081881264766,602.4766918521011,48.56517140448029,38.80448642669494
0.1,273.3,4005001.0,4005001.0000001104,2227.1093833839177,2398.311251408374,602.4780177474734,48.56525640809891,38.82870658609583
0.1,273.3,4007501.0,4007501.000000126,2227.1127437196287,2398.314312330654,602.4793426053685,48.565341343594476,38.85292673614465
0.1,273.3,4010001.0,4010001.0000001113,2227.116101458175,2398.31737089662,602.4806664272512,48.56542621106366,38.87714687684693
0.1,273.3,4012501.0,4012501.0000001024,2227.119456603181,2398.320427109554,602.4819892145706,48.565511010603274,38.90136700821012
0.1,273.3,4015001.0,4015001.000000174,2227.1228091582684,2398.3234809727337,602.4833109687702,48.56559574231016,38.92558713024246
0.1,273.3,4017501.0,4017501.000000123,2227.126159127038,2398.326532489419,602.4846316912981,48.565680406280215,38.949807242948346
0.1,273.3,4020001.0,4020001.000000163,2227.129506513108,2398.329581662885,602.4859513835954,48.56576500260992,38.97402734633713
0.1,273.3,4022501.0,4022501.0000001374,2227.1328513200674,2398.3326284963814,602.4872700471041,48.565849531395045,38.9982474404139
0.1,273.3,4025001.0,4025001.0000001267,2227.136193551514,2398.3356729931656,602.4885876832609,48.56593399273151,39.022467525186435
0.1,273.3,4027501.0,4027501.000000131,2227.1395332110155,2398.3387151564652,602.4899042934924,48.56601838671484,39.04668760066208
0.1,273.3,4030001.0,4030001.000000126,2227.1428703021506,2398.3417549895203,602.4912198792305,48.56610271344048,39.070907666847475
0.1,273.3,4032501.0,4032501.0000001905,2227.1462048285107,2398.3447924955835,602.4925344419098,48.56618697300373,39.09512772374991
0.1,273.3,4035001.0,4035001.000000075,2227.1495367936295,2398.347827677854,602.4938479829533,48.566271165499,39.11934777137352
0.1,273.3,4037501.0,4037501.0000001504,2227.152866201085,2398.35086053957,602.4951605037804,48.56635529102192,39.1435678097296
0.1,273.3,4040001.0,4040001.000000138,2227.1561930544053,2398.3538910839256,602.4964720058107,48.56643934966662,39.167787838821916
0.1,273.3,4042501.0,4042501.000000148,2227.159517357147,2398.3569193141407,602.4977824904619,48.56652334152767,39.192007858658435
